Textos_espanol,sdg
"La efectividad del BAN-PHC se evalúa a través de implementaciones reales en Bangladesh. El análisis de resultados muestra mejoras en las condiciones de salud de los examinados. Para una mayor aceptación en la salud pública, analizamos la escalabilidad habilitada de máquina a máquina (M2M) para permitir servicios de salud automáticos y calificados. Luego discutimos temas que hemos aprendido del trabajo de BAN-PHC.",3
"La experiencia global ha demostrado que el compromiso político constante en los niveles más altos del gobierno es clave para acelerar el desarrollo empresarial de las mujeres. El nivel de apoyo político para la actividad económica de las mujeres varía en la región MENA. Algunos gobiernos han implementado planes nacionales de desarrollo o estrategias nacionales de género, otros se han involucrado en esfuerzos para promover a las mujeres empresarias y mostrar sus logros.",5
"La Convención cubre tanto los derechos civiles y políticos (derecho a votar, participar en la vida pública, adquirir, cambiar o conservar la propia nacionalidad, igualdad ante la ley y libertad de circulación) como los derechos económicos, sociales y culturales (derecho a la educación, al trabajo , salud y crédito financiero). La Convención también presta atención específica a fenómenos particulares como la trata, a ciertos grupos de mujeres, por ejemplo, las mujeres rurales, y a asuntos específicos en los que existen riesgos especiales para el pleno disfrute de los derechos humanos de las mujeres, por ejemplo, el matrimonio y la familia. La Convención prevé que lograr la igualdad puede requerir una acción positiva por parte del Estado para mejorar la condición de la mujer.",5
"Sin embargo, esto puede explicarse por la larga duración media de la estancia en Japón, en particular para algunas de las enfermedades cardiovasculares específicas, como el accidente cerebrovascular (OCDE, 2013b). Cuando esta cifra se compara con el gasto total en salud de las Estadísticas de Salud de la OCDE, muestra que los costos por paciente diabético son alrededor de un 18% más altos que los costos de atención médica para la población general. Esto es consistente con estudios más detallados que revelan que la mayoría de los costos médicos en los que incurren los pacientes con diabetes tipo 2 son causados ​​por sus complicaciones y comorbilidades.",3
"Aunque la concentración en la escuela suele estar vinculada a las políticas residenciales y de vivienda, a veces se ve reforzada por la estructura del sistema educativo. Las opciones políticas para integrar en lugar de segregar a los estudiantes inmigrantes incluyen una gestión eficaz de la elección de escuela, el replanteamiento de las prácticas de agrupamiento por capacidades y la garantía de un alto nivel curricular en todas las escuelas. Puede ser necesaria una aportación adicional de recursos para equiparar sus escuelas y financiar programas adicionales para atender las necesidades lingüísticas particulares y de otro tipo de los alumnos inmigrantes. La investigación indica que la financiación de la equidad será más eficaz en los primeros niveles educativos, y que son necesarios tanto programas universales para los alumnos de bajo nivel socioeconómico (NSE) como medidas específicas para los alumnos inmigrantes.",4
"También ha habido un progreso considerable en la provisión de acceso a la educación preescolar. La tasa neta de asistencia de los niños de 5 años alcanzó el 98 % en 2012, mientras que la de los niños de 4 años se situó en el 89 %. Sin embargo, la matriculación en la educación de la primera infancia (de 3 años y menos) es baja y está asociada a la capacidad de pago.",4
"Las entrevistas se realizan anualmente a todos los miembros adultos de cada hogar. Las preguntas sobre salud incluyen la situación respecto a los factores de riesgo relacionados con la salud (altura y peso autodeclarados, tabaquismo y consumo de alcohol), si alguna enfermedad fue diagnosticada por un médico y el estado de salud autoevaluado. El PSID está dirigido por profesores de la Universidad de Michigan.",3
"Se necesitan dos años para volver a capacitar y capacitar nuevamente a los Lemdesigners en la atención plena del aprendizaje, la diferencia y la diversidad, la orientación de la competencia, el ""diseño inverso"", el desarrollo del plan de estudios, la instrucción diferenciada y la evaluación. El reconocimiento y la experiencia que conlleva un aprendizaje tan profundo ha fortalecido el Este programa comenzó en 2009 y tiene como objetivo capacitar, asesorar y cambiar la práctica de los docentes para mejorar los resultados del aprendizaje en las áreas específicas.",4
"Estos estudios han tenido menos éxito a la hora de evaluar las diferencias en la salud mental de los jóvenes que están con o sin el programa. Sin embargo, algunos países han iniciado grandes evaluaciones de ensayos controlados aleatorios (ECA) de programas dirigidos a jóvenes desfavorecidos. Se analizan dos programas recientes: El ""Programa YP4"" de Australia, en Victoria, y el ""Proyecto de Demostración de Transición Juvenil"", de ámbito nacional, en Estados Unidos, que arrojaron resultados desiguales o insignificantes. A los participantes que recibieron tratamiento se les asignó un gestor de casos.",3
"Además, muchos llevan a cabo prácticas de seguimiento de la calidad del servicio con el objetivo de informar al público sobre el nivel de calidad proporcionado (19), lo que brinda más transparencia a los usuarios de la EAPI. Además, es común monitorear la calidad del servicio para mejorar el desarrollo de los niños (16) y mejorar el desempeño del personal (16). Fuente: Tabla 3.1, Red de la OCDE sobre EAPI, “Encuesta en línea sobre el seguimiento de la calidad en el aprendizaje y el desarrollo tempranos”, noviembre de 2013.",4
"Salvo en el caso de Botsuana, esto refleja el hecho de que, cuando los países africanos de la Commonwealth han estado dispuestos a adoptar las MST (véase el capítulo 4), lo han estado más a nivel local (considerado a menudo como ""asuntos comunitarios"" más que como ""política real"") que a nivel nacional. Sin embargo, al ser nombrados, los ministros son una prueba de fuego de la voluntad polÃtica. Se trata de un Ã¡mbito en el que los Jefes de Estado comprometidos con la igualdad de gÃ©nero tienen el poder de introducir cambios en un plazo relativamente corto. No existe una correlación directa entre los niveles de mujeres en el parlamento y en el gabinete.",5
"Las estimaciones del Grupo Interinstitucional de las Naciones Unidas para la Estimación de la Mortalidad Infantil muestran una disminución del 50 por ciento en la mortalidad infantil entre 2000 y 2010, pero las tasas del país siguen siendo bastante altas, entre las 10 principales de la región europea. Las anomalías congénitas y la neumonía, que podrían atribuirse en parte a los puntos críticos ambientales químicos y a la contaminación del aire interior por fuentes peligrosas de calefacción y cocina, particularmente en áreas pobres, se encuentran entre las principales causas de mortalidad, y representan el 22 y el 18 por ciento, respectivamente, de todas las muertes. Según las estimaciones, en 2008, Albania se encontraba entre los 10 países con mayor mortalidad materna en la región europea, con malas condiciones sanitarias, entre otros factores contribuyentes. Por lo tanto, se necesita un esfuerzo considerable si se quiere alcanzar el ODM 5, que apunta a reducir la tasa de mortalidad materna en tres cuartas partes entre 1990 y 2015.",3
"Los esfuerzos deben centrarse en abordar las desigualdades en el acceso a los servicios sanitarios -entre regiones, asÃ como entre ciudades y zonas rurales- teniendo en cuenta la geografÃa del paÃs y la baja densidad de poblaciÃ³n en la planificaciÃ³n de la prestaciÃ³n sanitaria. Las redes de instalaciones a todos los niveles deberÃan reorganizarse de forma compatible con los nuevos modelos de prestaciÃ³n de servicios y en apoyo de los mismos, y ajustarse a las tendencias demogrÃ¡ficas y los patrones de acceso. Para este ejercicio, un punto de partida podrÃan ser los planes maestros de prestaciÃ³n de servicios desarrollados en los Ãºltimos aÃ±os. ",3
